"Артикул","Тип","Имя","Короткое описание","Опубликован","Видимость в каталоге","В наличии?","Запасы","Базовая цена","Длина (cm)","Ширина (cm)","Высота (cm)","Разрешить обзоры от клиентов?","Изображения","Категории","Метки","Имя атрибута 2","Значение(-я) аттрибута(-ов) 2"
210519,simple,"ПАРКОВКА 'ТЕХНОПАРК' СО СПУСКОМ","ПАРКОВКА 'ТЕХНОПАРК' СО СПУСКОМ, 2 МЕТАЛЛ. МАШИНАМИ И ВЕРТОЛЕТОМ 7,5СМ",1,visible,1,1,1171,8,31,26,1,http://img.simba-trade.ru/site1/210519_c.jpg,"Машинки","",пол,"Для мальчиков"
230703,simple,"КОНСТРУКТОР МАШИНА С ФИГУРКОЙ 10001","КОНСТРУКТОР МАШИНА С ФИГУРКОЙ 10001",1,visible,1,1,78,7,9,5,1,http://img.simba-trade.ru/site1/230703_c.jpg,"Машинки","",пол,"Для мальчиков"
218910,simple,"КАССОВЫЙ АППАРАТ, С ПРОДУКТАМИ 52","КАССОВЫЙ АППАРАТ, С ПРОДУКТАМИ 5200",1,visible,1,1,1151,18,34,17,1,http://img.simba-trade.ru/site1/218910_c.jpg,"Другое","На батарейках, Со светом, Со звуком",пол,"Для девочек"
197706,simple,"ТРУБА","ТРУБА 'ИГРАЕМ ВМЕСТЕ' 'МАША И МЕДВЕДЬ'",1,visible,1,1,123,9,20,38,1,http://img.simba-trade.ru/site1/197706_c.jpg,"Муз. инструменты","",пол,"Для девочек, Для мальчиков"
246020,simple,"МАШИНА","МАШИНА",1,visible,1,1,1042,14,29,12,1,http://img.simba-trade.ru/site1/246020_c.jpg,"Машинки","Радиоуправляемые, Со светом",пол,"Для мальчиков"
242322,simple,"РОБОТ, ХОДИТ KD-8803A","РОБОТ, ХОДИТ KD-8803A",1,visible,1,1,842,11,28,20,1,http://img.simba-trade.ru/site1/242322_c.jpg,"Роботы","На батарейках, Со светом, Со звуком, Ходит",пол,"Для мальчиков"
222701,simple,"ПУПС 'КАРАПУЗ' 35СМ","ПУПС 'КАРАПУЗ' 35СМ, 3 ФУНКЦИИ, ПЬЕТ И ПИСАЕТ, ЗАКРЫВ. ГЛАЗКИ, С АКСЕСС.",1,visible,1,1,1283,16,36,30,1,http://img.simba-trade.ru/site1/222701_c.jpg,"Куклы","",пол,"Для девочек"
245649,simple,"МАШИНА, USB З/У","МАШИНА, USB З/У",1,visible,1,2,762,14,33,11,1,http://img.simba-trade.ru/site1/245649_c.jpg,"Машинки","Радиоуправляемые, На аккумуляторах, Со светом",пол,"Для мальчиков"
246021,simple,"РОБОТ-МАШИНА","РОБОТ-МАШИНА 2341",1,visible,1,1,339,10,24,15,1,http://img.simba-trade.ru/site1/246021_c.jpg,"Машинки","",пол,"Для мальчиков"
246028,simple,"МАШИНА 6255","МАШИНА 6255",1,visible,1,1,2087,19,32,23,1,http://img.simba-trade.ru/site1/246028_c.jpg,"Машинки","Радиоуправляемые, На аккумуляторах",пол,"Для мальчиков"
246029,simple,"ЖЕЛЕЗНАЯ ДОРОГА С ДЫМОМ, С АК","ЖЕЛЕЗНАЯ ДОРОГА С ДЫМОМ, С АКСЕСС. 3055",1,visible,1,1,2065,10,69,41,1,http://img.simba-trade.ru/site1/246029_c.jpg,"Железные дороги","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
197347,simple,"ИГРА НАСТОЛЬНАЯ 'ИГРАЕМ ВМЕСТЕ' ПИНБОЛ","ИГРА НАСТОЛЬНАЯ 'ИГРАЕМ ВМЕСТЕ' ПИНБОЛ",1,visible,1,1,461,6,34,21,1,http://img.simba-trade.ru/site1/197347_c.jpg,"Настольные игры","",пол,"Для девочек, Для мальчиков"
222580,simple,"ИГРА","ИГРА НАСТОЛЬНАЯ 11-В-1 (ФУТБОЛ+БИЛЬЯРД+ДР.)",1,visible,1,1,1153,37,50,7,1,http://img.simba-trade.ru/site1/222580_c.jpg,"Настольные игры","",пол,"Для мальчиков"
211568,simple,"ТРАКТОР","ТРАКТОР 'ТЕХНОПАРК' МЕТАЛЛ. 7СМ НА БЛИСТЕРЕ (РУСС. УП.)",1,visible,1,1,123,5,14,15,1,http://img.simba-trade.ru/site1/211568_c.jpg,"Машинки","",пол,"Для мальчиков"
180449,simple,"MATTEL.","MATTEL. PLANES DISNEY ИГРОВОЙ НАБОР С АНГАРОМ",1,visible,1,1,1142,7,26,26,1,http://img.simba-trade.ru/site1/180449_c.jpg,"Другое","",пол,""
211099,simple,"МАШИНА 'TOYSTATE' ИЗ К/Ф О ДЖЕЙМСЕ БОНДЕ, ","МАШИНА 'TOYSTATE' ИЗ К/Ф О ДЖЕЙМСЕ БОНДЕ, ",1,visible,1,1,1035,11,9,19,1,http://img.simba-trade.ru/site1/211099_c.jpg,"Машинки","На батарейках, Со светом, Со звуком",пол,"Для мальчиков"
